Serial_Number	CASE_STATUS	EMPLOYER_NAME	SOC_NAME	JOB_TITLE	FULL_TIME_POSITION	PREVAILING_WAGE	YEAR	WORKSITE	lon	lat
7342	WITHDRAWN	ZYNGA INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR OF PRODUCT	Y	136282	2016	"CARLSBAD, CALIFORNIA"	-117.3505939	33.1580933
7343	CERTIFIED-WITHDRAWN	FEDERAL HOME LOAN MORTGAGE CO.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGINEERING MANAGER	Y	106900	2016	"RESTON, VIRGINIA"	-77.3570028	38.9586307
7344	WITHDRAWN	TIBCO SOFTWARE INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	109075	2016	"DALLAS, TEXAS"	-96.7969879	32.7766642
7345	WITHDRAWN	AMAZON CORPORATE LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROGRAM MANAGER	Y	93200	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7346	CERTIFIED-WITHDRAWN	DIRECTV LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"IT PROJECT MANAGER, SR"	Y	115600	2016	"EL SEGUNDO, CALIFORNIA"	-118.4164652	33.9191799
7347	CERTIFIED-WITHDRAWN	CREDIT SUISSE SECURITIES (USA) LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ASSISTANT VICE PRESIDENT	Y	127358	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7348	WITHDRAWN	LINKEDIN CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRODUCT MANAGER	Y	119621	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
7349	WITHDRAWN	INTUIT INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	OFFERING PROGRAM MANAGER	Y	119621	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
7350	CERTIFIED-WITHDRAWN	"AIG GLOBAL SERVICES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"GLOBAL HEAD, PROJECT AND PORTFOLIO MANAGEMENT"	Y	186098	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7351	CERTIFIED-WITHDRAWN	LENOVO (UNITED STATES) INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ORGANIZATIONAL CHANGE MANAGEMENT SPECIALIST	Y	87526	2016	"MORRISVILLE, NORTH CAROLINA"	-78.8255621	35.823483
7352	CERTIFIED-WITHDRAWN	"EFFEX CAPITAL, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	CHIEF TECHNOLOGY OFFICER	Y	186098	2016	"JERSEY CITY, NEW JERSEY"	-74.0776417	40.7281575
7353	CERTIFIED-WITHDRAWN	TEMPLE UNIVERSITY HEALTH SYSTEM	COMPUTER AND INFORMATION SYSTEMS MANAGERS	INFORMATICS MANAGER	Y	76794	2016	"PHILADELPHIA, PENNSYLVANIA"	-75.1652215	39.9525839
7354	CERTIFIED-WITHDRAWN	"ORACLE FINANCIAL SERVICES SOFTWARE, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT SUPPORT MANAGER	Y	97805	2016	"EDISON, NEW JERSEY"	-74.4120953	40.5187154
7355	CERTIFIED-WITHDRAWN	ADOBE SYSTEMS INCORPORATED	COMPUTER AND INFORMATION SYSTEMS MANAGERS	INFORMATION TECHNOLOGY PROJECT MANAGER	Y	112258	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7356	CERTIFIED-WITHDRAWN	"CADATASOFT, INC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROJECT MANAGER	Y	119621	2016	"SANTA CLARA, CALIFORNIA"	-121.9552356	37.3541079
7357	CERTIFIED-WITHDRAWN	SITTERCITY INCORPORATED	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"PROJECT MANAGER, SCRUM COACH"	Y	93995	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
7358	WITHDRAWN	MINDSHARE USA LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	REGIONAL CHIEF TECHNOLOGY OFFICER- LATIN AMERICA	Y	133016	2016	"MIAMI, FLORIDA"	-80.1917902	25.7616798
7359	CERTIFIED-WITHDRAWN	"XEROX BUSINESS SERVICES, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SYSTEMS CONSULTANT SENIOR MANAGER	Y	115232	2016	"AURORA, ILLINOIS"	-88.3200715	41.7605849
7360	CERTIFIED-WITHDRAWN	BLACKBOARD INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, ENTERPRISE APPLICATIONS"	Y	121202	2016	"WASHINGTON, DISTRICT OF COLUMBIA"	-77.0368707	38.9071923
7361	WITHDRAWN	THE UNIVERSITY OF HOUSTON	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR RESEARCH LAB MANAGER	N	62837	2016	"HOUSTON, TEXAS"	-95.3698028	29.7604267
7362	WITHDRAWN	PEABODY INVESTMENTS CORP.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER BI INFORMATION DELIVERY AND REPORTING	Y	114700	2016	"ST. LOUIS, MISSOURI"	-90.1994042	38.6270025
7363	WITHDRAWN	EMIDS TECHNOLOGIES PRIVATE LIMITED CORP	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROGRAM MANAGER	Y	83304	2016	"CARROLLTON, GEORGIA"	-85.0766113	33.5801103
7364	CERTIFIED-WITHDRAWN	ROLAND SYSTEMS GROUP U.S.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	VICE PRESIDENT OF TECHNOLOGY AND COMMUNICATIONS	Y	112424	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
7365	WITHDRAWN	"FIREEYE, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SR. MANAGER, NETWORK SERVICES"	Y	147368	2016	"MILPITAS, CALIFORNIA"	-121.8995741	37.4323341
7366	CERTIFIED-WITHDRAWN	"ATYPON SYSTEMS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR OF PUBLISHING TECHNOLOGY	Y	147369	2016	"SANTA CLARA, CALIFORNIA"	-121.9552356	37.3541079
7367	CERTIFIED-WITHDRAWN	CITADEL INFORMATION SERVICES INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	IT SENIOR DELIVERY MANAGER	Y	101296	2016	"EAST BRUNSWICK, NEW JERSEY"	-74.4049778	40.4316955
7368	CERTIFIED-WITHDRAWN	YAHOO! INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROJECT/PROGRAM MANAGER IV	Y	133854	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
7369	CERTIFIED-WITHDRAWN	"HUBWOO USA, L.P."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SAP SRM DEVELOPMENT MANAGER	Y	116896	2016	"HOUSTON, TEXAS"	-95.3698028	29.7604267
7370	WITHDRAWN	"WARTSILA NORTH AMERICA, INC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	AREA INFORMATION MANAGEMENT MANAGER	Y	89898	2016	"HOUSTON, TEXAS"	-95.3698028	29.7604267
7371	CERTIFIED-WITHDRAWN	"CARDINAL HEALTH, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ORACLE APPLICATIONS MANAGER	Y	110365	2016	"TWINSBURG, OHIO"	-81.4401129	41.3125552
7372	CERTIFIED-WITHDRAWN	"STAYINFRONT, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SR DIRECTOR, GLOBAL IMPLEMENTATION"	Y	123885	2016	"FAIRFIELD, NEW JERSEY"	-74.3059959	40.8837406
7373	WITHDRAWN	OSCAR INSURANCE CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	CHIEF TECHNOLOGY OFFICER	Y	188843	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7374	CERTIFIED-WITHDRAWN	ERICSSON INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	99570	2016	"RESEARCH TRIANGLE PARK, NORTH CAROLINA"	-78.8636402	35.8991678
7375	WITHDRAWN	"A2Z DEVELOPMENT CENTER, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SOFTWARE DEVELOPMENT MANAGER II	Y	149885	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
7376	CERTIFIED-WITHDRAWN	SYMANTEC CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SR. PRODUCT MANAGER	Y	89128	2016	"SPRINGFIELD, OREGON"	-123.0220289	44.0462362
7377	CERTIFIED-WITHDRAWN	"LEAPFROG ENTERPRISES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, GLOBAL BUSINESS SYSTEMS"	Y	129251	2016	"EMERYVILLE, CALIFORNIA"	-122.2852473	37.831316
7378	CERTIFIED-WITHDRAWN	"CVS PHARMACY, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DEVELOPMENT MANAGER, DATA INTEGRATION"	Y	103854	2016	"WOONSOCKET, RHODE ISLAND"	-71.5147839	42.0028761
7379	CERTIFIED-WITHDRAWN	"FSA STORE, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	CHIEF OPERATING OFFICER	Y	159141	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7380	CERTIFIED-WITHDRAWN	CALIFORNIA INSTITUTE OF TECHNOLOGY	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, ADVANCEMENT INFORMATION SYSTEMS AND ANALYTICS"	Y	93371	2016	"PASADENA, CALIFORNIA"	-118.1445155	34.1477849
7381	CERTIFIED-WITHDRAWN	SEARS HOLDINGS MANAGEMENT CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, GENERAL MANAGER, ONLINE"	Y	103485	2016	"HOFFMAN ESTATES, ILLINOIS"	-88.1227199	42.0629915
7382	WITHDRAWN	AMAZON CORPORATE LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROGRAM MANAGER II	Y	99900	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7383	CERTIFIED-WITHDRAWN	MOTOROLA MOBILITY LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SOFTWARE ENGINEER RESOURCE BUDGET AND PORTFOLIO PLANNER	Y	111467	2016	"PLANTATION, FLORIDA"	-80.2331036	26.1275862
7384	CERTIFIED-WITHDRAWN	"BRINK'S, INCORPORATED"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, ENTERPRISE SYSTEMS"	Y	132621	2016	"COPPELL, TEXAS"	-97.0150078	32.9545687
7385	CERTIFIED-WITHDRAWN	"SHUTTERFLY, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, WEB ENGINEERING"	Y	112694	2016	"FORT MILL, SOUTH CAROLINA"	-80.9450759	35.0073697
7386	CERTIFIED-WITHDRAWN	"VIACOM INTERNATIONAL, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	APPLICATIONS SUPPORT MANAGER	Y	99715	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7387	CERTIFIED-WITHDRAWN	"POCKET GEMS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	VICE PRESIDENT OF PRODUCT MANAGEMENT	Y	179504	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7388	CERTIFIED-WITHDRAWN	"AMERICAN INTERNATIONAL GROUP, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TAX MANAGER	Y	99715	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7389	CERTIFIED-WITHDRAWN	"CONSUMERSEARCH, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	INFORMATION SYSTEMS MANAGEMENT 5	Y	129418	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7390	CERTIFIED-WITHDRAWN	ALTISOURCE SOLUTIONS INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR OF PRODUCT MANAGEMENT	Y	139110	2016	"IRVINE, CALIFORNIA"	-117.7946942	33.6839473
7391	CERTIFIED-WITHDRAWN	DISNEY ONLINE	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, TECHNOLOGY - DEVELOPER OPERATIONS"	Y	159390	2016	"GLENDALE, CALIFORNIA"	-118.255075	34.1425078
7392	CERTIFIED-WITHDRAWN	"THE GAP, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR MANAGER - BUSINESS SYSTEMS ANALYST-ORACLE FINANCIALS	Y	129251	2016	"PLEASANTON, CALIFORNIA"	-121.8746789	37.6624312
7393	CERTIFIED-WITHDRAWN	"SAAMA TECHNOLOGIES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGAGEMENT MANAGER	Y	99291	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7394	CERTIFIED-WITHDRAWN	ALTISOURCE SOLUTIONS INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"VP, REPORTING AND ANALYTICS"	Y	139110	2016	"IRVINE, CALIFORNIA"	-117.7946942	33.6839473
7395	WITHDRAWN	AMAZON CORPORATE LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SYSTEMS MANAGER II	Y	121306	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7396	WITHDRAWN	ADOBE SYSTEMS INCORPORATED	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR ENGINEERING MANAGER	Y	179504	2016	"SAN JOSE, CALIFORNIA"	-121.8863286	37.3382082
7397	CERTIFIED-WITHDRAWN	"EPHARMALEARNING, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ASSOCIATE SHAREPOINT PROGRAM DIRECTOR	Y	174429	2016	"PLYMOUTH MEETING, PENNSYLVANIA"	-75.2743467	40.1023319
7398	WITHDRAWN	CUMMINS INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ERP IT TECHNICAL PROJECT LEADER	Y	91853	2016	"COLUMBUS, INDIANA"	-85.9213796	39.2014404
7399	CERTIFIED-WITHDRAWN	"XEROX HR SOLUTIONS, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROGRAM MANAGER	Y	93226	2016	"CHERRY HILL, NEW JERSEY"	-75.0246312	39.926813
7400	CERTIFIED-WITHDRAWN	"SHUTTERFLY, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	WEB ANALYTICS MANAGER	Y	122586	2016	"REDWOOD CITY, CALIFORNIA"	-122.2363548	37.4852152
7401	CERTIFIED-WITHDRAWN	"SAGE IT, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR - INFORMATION SYSTEMS	Y	90709	2016	"FRISCO, TEXAS"	-96.8236116	33.1506744
7402	CERTIFIED-WITHDRAWN	GOOGLE INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	STAFF SOFTWARE ENGINEER	Y	179504	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
7403	CERTIFIED-WITHDRAWN	LINKEDIN CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ASSOCIATE PRODUCT MANAGER	Y	120286	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
7404	CERTIFIED-WITHDRAWN	ERICSSON INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	101504	2016	"INDIANAPOLIS, INDIANA"	-86.158068	39.768403
7405	CERTIFIED-WITHDRAWN	KLNTEK	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"IT RELEASE MANAGER, ENTERPRISE RELEASE MANAGEMENT"	Y	90522	2016	"EL SEGUNDO, CALIFORNIA"	-118.4164652	33.9191799
7406	CERTIFIED-WITHDRAWN	PEABODY INVESTMENTS CORP.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, BUSINESS APPLICATIONS DEVELOPMENT"	Y	135741	2016	"ST. LOUIS, MISSOURI"	-90.1994042	38.6270025
7407	CERTIFIED-WITHDRAWN	APPLE INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGINEERING PROJECT MANAGER	Y	149885	2016	"CUPERTINO, CALIFORNIA"	-122.0321823	37.3229978
7408	WITHDRAWN	"ENTERPRISE HOLDINGS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, SENIOR"	Y	96491	2016	"CLAYTON, MISSOURI"	-90.3237263	38.6425518
7409	CERTIFIED-WITHDRAWN	"INTEGRATED RESOURCES, INC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	86611.2	2016	"FRANKLIN, TENNESSEE"	-86.8688899	35.9250637
7410	WITHDRAWN	INTUIT INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"GROUP MANAGER, RESEARCH & ANALYSIS"	Y	190258	2016	"MENLO PARK, CALIFORNIA"	-122.1817252	37.4529598
7411	WITHDRAWN	"JOHNSON CONTROLS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER IT APPLICATIONS	Y	82139	2016	"HOLLAND, MICHIGAN"	-86.1089301	42.7875235
7412	CERTIFIED-WITHDRAWN	"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER SOFTWARE SOLUTIONS	Y	106704	2016	"ATLANTA, GEORGIA"	-84.3879824	33.7489954
7413	WITHDRAWN	"KALLIDUS, INC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR-DIGITAL STORES	Y	141856	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7414	WITHDRAWN	"A2Z DEVELOPMENT CENTER, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROGRAM MANAGER	Y	120286	2016	"CUPERTINO, CALIFORNIA"	-122.0321823	37.3229978
7415	CERTIFIED-WITHDRAWN	SYMANTEC CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, DEVELOPMENT"	Y	154530	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7416	WITHDRAWN	PREMISE DATA CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRODUCT MANAGER	Y	117666	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7417	WITHDRAWN	PREMISE DATA CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	GROWTH MANAGER	Y	117666	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7418	CERTIFIED-WITHDRAWN	INTEGRAL DEVELOPMENT CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, PERFORMANCE"	Y	120286	2016	"PALO ALTO, CALIFORNIA"	-122.1430195	37.4418834
7419	CERTIFIED-WITHDRAWN	SEARS HOLDINGS MANAGEMENT CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, ENGINEERING"	Y	129511	2016	"HOFFMAN ESTATES, ILLINOIS"	-88.1227199	42.0629915
7420	CERTIFIED-WITHDRAWN	SANTEN INCORPORATED	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, IT OPERATIONS"	Y	182083	2016	"EMERYVILLE, CALIFORNIA"	-122.2852473	37.831316
7421	CERTIFIED-WITHDRAWN	IGT	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SOFTWARE ENGINEERING MANAGER	Y	117666	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7422	CERTIFIED-WITHDRAWN	SEMTECH CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR OF SYSTEMS OPERATIONS	Y	156000	2016	"CAMARILLO, CALIFORNIA"	-119.0376023	34.2163937
7423	WITHDRAWN	DIRECTV LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SR MANAGER, SOFTWARE ENGINEERING"	Y	113485	2016	"EL SEGUNDO, CALIFORNIA"	-118.4164652	33.9191799
7424	CERTIFIED-WITHDRAWN	KLNTEK	COMPUTER AND INFORMATION SYSTEMS MANAGERS	IT PROJECT MANAGER	Y	90522	2016	"EL SEGUNDO, CALIFORNIA"	-118.4164652	33.9191799
7425	CERTIFIED-WITHDRAWN	"CADREON, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, DATA MANAGEMENT SOLUTIONS (VP)"	Y	141856	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7426	DENIED	AIR WORLDWIDE CORP.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"VICE PRESIDENT, SOFTWARE DEVELOPMENT"	Y	142854	2016	"BOSTON, MASSACHUSETTS"	-71.0588801	42.3600825
7427	CERTIFIED-WITHDRAWN	"SILVER SPRING NETWORKS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL SERVICES ENGINEER	Y	117666	2016	"REDWOOD CITY, CALIFORNIA"	-122.2363548	37.4852152
7428	CERTIFIED-WITHDRAWN	"CVS PHARMACY, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR PRODUCT MANAGER-MOBILE	Y	135949	2016	"WOONSOCKET, RHODE ISLAND"	-71.5147839	42.0028761
7429	CERTIFIED-WITHDRAWN	"WESTERN COMPUTER, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	AX PRACTICE MANAGER	Y	156000	2016	"OXNARD, CALIFORNIA"	-119.1770516	34.1975048
7430	WITHDRAWN	A2Z DEVELOPMENT CENTER INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROGRAM MANAGER	Y	120286	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
7431	CERTIFIED-WITHDRAWN	"EXPEDIA, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PRODUCT MANAGER	Y	101776	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7432	WITHDRAWN	AMAZON CORPORATE LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROGRAM MANAGER	Y	96720	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7433	CERTIFIED-WITHDRAWN	"FIRST DATA TECHNOLOGIES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR IT	Y	104104	2016	"OMAHA, NEBRASKA"	-95.9979883	41.2523634
7434	CERTIFIED-WITHDRAWN	LOGICAL DESIGN SOLUTIONS	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	149157	2016	"FLORHAM PARK, NEW JERSEY"	-74.3882072	40.787878
7435	WITHDRAWN	CUMMINS INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SOA TECHNICAL LEAD	Y	93683	2016	"COLUMBUS, INDIANA"	-85.9213796	39.2014404
7436	CERTIFIED-WITHDRAWN	DIVENSI INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	98155	2016	"BELLEVUE, WASHINGTON"	-122.2015159	47.6101497
7437	CERTIFIED-WITHDRAWN	"SAMSUNG TELECOMMUNICATIONS AMERICA, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR ENGINEERING	Y	183872	2016	"PALO ALTO, CALIFORNIA"	-122.1430195	37.4418834
7438	CERTIFIED-WITHDRAWN	"ITG SOFTWARE SOLUTIONS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER SOFTWARE ENGINEERING II	Y	133723	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7439	CERTIFIED-WITHDRAWN	"DEFINE MOBILITY, LP"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR OF IT MOBILITY SERVICES	Y	76877	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
7440	CERTIFIED-WITHDRAWN	"DEFINE MOBILITY, LP"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR OF IT MOBILITY SERVICES	Y	76877	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
7441	WITHDRAWN	AMAZON CORPORATE LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SOFTWARE DEVELOPMENT MANAGER	Y	98155	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7442	CERTIFIED-WITHDRAWN	SHL US INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR OF WEB ARCHITECTURE	Y	150779	2016	"ARLINGTON, VIRGINIA"	-77.1067698	38.8799697
7443	CERTIFIED-WITHDRAWN	"SENTRANA, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGAGEMENT MANAGER	Y	150779	2016	"WASHINGTON, DISTRICT OF COLUMBIA"	-77.0368707	38.9071923
7444	WITHDRAWN	"APOLLO EDUCATION GROUP, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"IT MANAGER, QUALITY ASSURANCE"	Y	121909	2016	"SAN JOSE, CALIFORNIA"	-121.8863286	37.3382082
7445	CERTIFIED-WITHDRAWN	YAHOO! INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, SOFTWARE DEV"	Y	155638	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
7446	CERTIFIED-WITHDRAWN	ALPHA NET CONSULTING LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	FUNCTIONAL LEAD ORACLE APPLICATIONS	Y	134992	2016	"LIVERMORE, CALIFORNIA"	-121.7680088	37.6818745
7447	CERTIFIED	"XEROX FEDERAL SOLUTIONS, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SYSTEMS DEVELOPMENT SENIOR MANAGER	Y	91666	2016	"ATLANTA, GEORGIA"	-84.3879824	33.7489954
7448	WITHDRAWN	AMAZON CORPORATE LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROGRAM MANAGER	Y	124259	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7449	WITHDRAWN	INTUIT INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRODUCT MANAGER	Y	121909	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
7450	WITHDRAWN	"AKAMAI TECHNOLOGIES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROJECT MANAGER II	Y	103663	2016	"SANTA CLARA, CALIFORNIA"	-121.9552356	37.3541079
7451	CERTIFIED-WITHDRAWN	UNIVERSITY OF NOTRE DAME DU LAC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"ASSISTANT DIRECTOR, SOFTWARE DEVELOPMENT"	Y	93808	2016	"NOTRE DAME, INDIANA"	-86.2379328	41.7001908
7452	CERTIFIED-WITHDRAWN	CREDIT SUISSE SECURITIES (USA) LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	VICE PRESIDENT	Y	133723	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
